Algorithm;FunctionName;Trials;Dimension;MaxIterations;PopulationSize;LowerBoundary;UpperBoundary;SearchedMinimum;BestFitness;BestSolution;ResultType
JSO;Rosenbrock;10;30;500;30;-5.0;5.0;0.0;1284.1885091486613;(0.2827772954663237, -0.9328620649458212, -0.6785227787322023, -0.6506018389287416, 0.6526721694342488, 0.6430703404310982, -0.2870992498750127, -0.26296347011837895, -0.9198246489650703, 0.6190591826817631, 0.6190591826817631, 0.6695422423628763, -0.7567165655919261, 0.45419834029110984, 0.7036138101729978, -0.4872283712293859, 0.668144268468553, 0.6403874101085414, 0.6423420810704092, 0.18833417867650404, 0.6420304901568805, 0.09184646172994171, 0.4584977402959076, 0.6943366272188891, -0.4182482314362259, 0.6629950400350006, 0.16273891729253087, 0.7139477810857064, 0.6681234513813354, -0.25017793307101854);WORST
JSO;Rosenbrock;10;30;500;50;-5.0;5.0;0.0;79.25165323338508;(-0.036544988255837296, -0.036458397776163026, -0.03654921006586162, -0.154224498387527, -0.15406931289461406, -0.036544987241277166, -0.03654925221918834, -0.02301307022653909, -0.036549294698038304, -0.036544979648825276, -0.03654897504364721, -0.1540693035810886, -0.19102680890592882, -0.036549358907074864, -0.19103055433112504, 0.08353633857869937, -0.03654498748475332, -0.1540700321570073, -0.03654499182979726, -0.15422266881854604, -0.15407002468626851, -0.036544987618138985, -0.1910325597431129, -0.1540693127231534, -0.036548862928356685, -0.036544987664147266, -0.19103180448771656, -0.03654916415516529, -0.1542209869787238, -0.15422291056298523);BEST
JSO;Rosenbrock;10;30;500;50;-5.0;5.0;0.0;3509.1903262017113;(0.19072026793808883, -1.2821653325251063, 1.5924767275347942, 0.05943907303315088, 0.23985558781568495, 0.19162367505616063, -0.15674811457949434, 1.1306286713594629, -0.3596196292310587, -0.18797282885996403, -1.588582610301835, 0.5379653441104821, 0.2587149456464335, -0.4255497958651524, 0.22634253018031147, -0.8678371517798682, 0.32207704273572, 0.31372484622805863, 1.0892564316002855, -0.6452687074638637, 1.2463391920767812, -0.9979046169906085, 0.05409126243432305, 1.003812706443052, 0.6308045392802824, -0.5420245522870062, 0.6471411979138111, 0.03895683256879123, -0.27727538914458894, 0.05773623502602332);WORST
JSO;Rosenbrock;10;30;500;100;-5.0;5.0;0.0;125.51690650083965;(0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, 0.163926420972218, -0.163926420972218, 0.163926420972218, 0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, 0.163926420972218, -0.163926420972218, -0.163926420972218, 0.163926420972218, -0.163926420972218, -0.163926420972218, 0.163926420972218, -0.163926420972218, -0.163926420972218, -0.163926420972218, 0.163926420972218, 0.163926420972218);BEST
JSO;Rosenbrock;10;30;500;100;-5.0;5.0;0.0;4385.552558910635;(1.1522194437919833, 1.8363772201808826, 1.1054843852274603, 0.5833914248222052, 1.0617562315373226, 0.8385212266758333, -1.2475426969579393, 1.4336231296882782, 0.5833914270864864, 0.9398715240430024, 0.9664681921110242, 0.5833914236266506, 1.2208718880430534, 1.4343375222542616, -0.11242430748428256, -0.11093044694788001, 0.647952159328333, -0.173181096812014, 1.5376978593649338, 1.1054221016083596, -1.2479183223648027, -0.03607176363711839, 1.05980777199926, 1.0042286221977625, -0.34205053839794797, 1.5301455124901753, 0.8385443122388831, -0.12746099425551938, 0.935380857347953, -0.9310471246007097);WORST
JSO;Rosenbrock;10;30;1000;30;-5.0;5.0;0.0;101.86884622821026;(0.864876867179114, 0.8777937841277836, 0.8621968840649377, 0.8702052414925161, 0.8676985443902243, 0.8706198664314968, 0.8640189185798413, 0.857442821955642, 0.864329352914373, 0.8718764457110382, 0.8718073485015454, 0.8716274890019964, 0.8444123615969819, 0.8397456574210258, 0.8714335068712824, 0.8716551052773083, 1.1487445434321, 0.866800956709274, 0.8784798292013232, 0.8782333076045683, 0.8775382817817414, 0.6402070559412456, 0.7116109339954635, 0.8665489664009405, 0.7214953662388659, 0.8315979747209203, 0.8732998685938114, 0.8752458267453793, 0.8603941054293314, 0.8606845647090369);BEST
JSO;Rosenbrock;10;30;1000;30;-5.0;5.0;0.0;892.0245861500479;(0.27012429478541033, 0.5704337754031743, 0.061462005560059096, 0.2833092698701005, 0.7345704937754474, 0.7782929341611733, 0.015263243549265115, 0.8258801252423855, 0.4032265892214225, 0.991145053789062, 0.8284577320745203, 0.18184088558931033, 0.13318582746719976, 0.512404959263599, 0.7138412686982917, 0.5340148264443904, 0.7433102646133346, 0.6846425993022582, 0.7504019886766592, 0.13839842517715228, 0.6930400504718349, 1.2288176306198662, 0.31910433324451193, -0.010717494600616662, 0.7652498302324051, 0.1591269981603215, -0.12077874683161405, 0.2502128484427333, 0.7644572393321604, -0.47901881893039655);WORST
JSO;Rosenbrock;10;30;1000;50;-5.0;5.0;0.0;0.4940729326957496;(0.988930134236119, 0.984125841543819, 0.984125841543819, 0.988930134236119, 0.9883745662900432, 0.9883745662900432, 0.984125841543819, 0.988930134236119, 0.984125841543819, 0.984125841543819, 0.988930134236119, 0.988930134236119, 0.9883745662900432, 0.988930134236119, 0.988930134236119, 0.984125841543819, 0.988374566261232, 0.988930134236119, 0.988930134236119, 0.988930134236119, 0.988930134236119, 0.9883745661175569, 0.9883745662900432, 0.988930134236119, 0.984125841543819, 0.988930134236119, 0.9883745662901764, 0.9883745662899983, 0.9883745662610584, 0.9889301333155405);BEST
JSO;Rosenbrock;10;30;1000;50;-5.0;5.0;0.0;2066.5098268145643;(1.0523381522443067, 1.0523381522443067, 0.5804026505264215, 1.0523381522443067, -1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 0.8057088948928197, 0.7610210717047603, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, 0.7609462278699124, 1.0523381522443067, 1.0523381522443067, 1.0523381522443067, -1.0523381522443067, 1.0523381522443067, -1.0523381522443067, 0.5807881176612728, -1.0523381522443067, 1.0523381522443067, 0.7610239103327303, -1.0523381522443067);WORST
JSO;Rosenbrock;10;30;1000;100;-5.0;5.0;0.0;33.077668851132266;(0.03690131138200492, -0.03690131138200492, -0.03690131138200492, -0.03690131138200492, 0.03690131138200492, 0.03690131138200492, 0.03690131138200492, -0.03690131138200492, -0.03690131138200492, 0.03690131138200492, -0.03690131138200492, -0.03690131138200492, -0.03690131138200492, -0.03690131138200492, 0.03690131138200492, 0.03690131138200492, 0.03690131138200492, -0.03690131138200492, -0.03690131138200492, 0.03690131138200492, -0.03690131138200492, -0.03690131138200492, 0.03690131138200492, -0.03690131138200492, 0.03690131138200492, 0.03690131138200492, 0.03690131138200492, 0.03690131138200492, -0.03690131138200492, 0.03690131138200492);BEST
JSO;Rosenbrock;10;30;1000;100;-5.0;5.0;0.0;4180.387232035856;(1.5870084064948908, 0.03683023079284364, 0.8173598961659552, -0.5094330582274763, 0.5694127663138959, 1.6758667954631972, -0.05114705090325283, 0.563698498567325, 1.71996391789655, 1.2847708174193238, 0.4947886393944162, 0.077240188207921, -0.08007465289004001, -0.6178514951258385, 0.03273778023898144, 0.13520148858150272, -0.4365604113131315, 0.7554731429336503, 1.6680358426054356, 0.9127635519969157, 0.23346723260331426, 1.350121841449386, 1.2766781035524757, 1.1771303107995839, -0.6601925933092718, 0.6927946302996129, 0.11888787123218625, 0.8136799091632625, 1.086049473661229, -0.6490817516933791);WORST
JSO;Sphere;10;2;50;30;-5.12;5.12;0.0;0.0040906599452398135;(0.04483804854082463, 0.045609312078680464);BEST
JSO;Sphere;10;2;50;30;-5.12;5.12;0.0;0.07247835780960837;(0.1402746466533873, -0.22978551154473537);WORST
JSO;Sphere;10;2;50;50;-5.12;5.12;0.0;0.0008386152797717187;(0.019474052431772658, 0.021433071680379556);BEST
JSO;Sphere;10;2;50;50;-5.12;5.12;0.0;0.020626773264121857;(0.058437947186248396, 0.13119367207597743);WORST
JSO;Sphere;10;2;50;100;-5.12;5.12;0.0;0.00025042456597060693;(-0.011189829443977395, 0.011189829443977395);BEST
JSO;Sphere;10;2;50;100;-5.12;5.12;0.0;0.017979125834115012;(-0.11255563407347924, 0.07287218311833432);WORST
JSO;Sphere;10;2;100;30;-5.12;5.12;0.0;1.8279496477998828e-05;(-0.003969452935783435, 0.001588376488304677);BEST
JSO;Sphere;10;2;100;30;-5.12;5.12;0.0;0.02475282118376162;(0.15625464377711307, -0.018365932643051863);WORST
JSO;Sphere;10;2;100;50;-5.12;5.12;0.0;0.0001032638602270461;(0.007185536174393881, 0.007185536174393881);BEST
JSO;Sphere;10;2;100;50;-5.12;5.12;0.0;0.014084998652272094;(0.10035199059700517, 0.06335989769160522);WORST
JSO;Sphere;10;2;100;100;-5.12;5.12;0.0;3.1324221296690954e-05;(0.003957538458226967, 0.003957538458226967);BEST
JSO;Sphere;10;2;100;100;-5.12;5.12;0.0;0.006889700375228889;(-0.07444827390741127, -0.03670360864323774);WORST
JSO;Sphere;10;2;500;30;-5.12;5.12;0.0;1.2897653664393423e-06;(0.0008607648807031354, 0.0007408435641803601);BEST
JSO;Sphere;10;2;500;30;-5.12;5.12;0.0;0.006013735479257784;(-0.06714838118648853, 0.03879214331912864);WORST
JSO;Sphere;10;2;500;50;-5.12;5.12;0.0;1.0729750609565099e-07;(-0.00023162041728885807, -0.0002316235920423182);BEST
JSO;Sphere;10;2;500;50;-5.12;5.12;0.0;0.003261517351995043;(-0.050751296367014254, -0.026188227680821186);WORST
JSO;Sphere;10;2;500;100;-5.12;5.12;0.0;4.366434878329056e-07;(-0.0002199235570068403, 0.0006231188625827055);BEST
JSO;Sphere;10;2;500;100;-5.12;5.12;0.0;0.00076571072161116;(0.016830995736681675, 0.021964250593247275);WORST
JSO;Sphere;10;2;1000;30;-5.12;5.12;0.0;1.3293657620672172e-06;(-0.0008152808597745587, -0.0008152808606562978);BEST
JSO;Sphere;10;2;1000;30;-5.12;5.12;0.0;0.002278814963864979;(-0.027868164907056348, 0.03875797141980075);WORST
JSO;Sphere;10;2;1000;50;-5.12;5.12;0.0;3.184484976150336e-09;(3.990291335798091e-05, 3.990291319810879e-05);BEST
JSO;Sphere;10;2;1000;50;-5.12;5.12;0.0;0.000622727671118302;(-0.024642834387052837, -0.003931715209751108);WORST
JSO;Sphere;10;2;1000;100;-5.12;5.12;0.0;1.0590741146129251e-09;(-2.301167219709299e-05, -2.301167219709299e-05);BEST
JSO;Sphere;10;2;1000;100;-5.12;5.12;0.0;0.0002666375112058305;(0.011546374132294313, 0.011546374132294313);WORST
JSO;Sphere;10;5;50;30;-5.12;5.12;0.0;0.021039283059855873;(-0.05166612243452057, 0.0652183279147378, -0.00024069295906042898, -0.09931251848255548, 0.0652183279147378);BEST
JSO;Sphere;10;5;50;30;-5.12;5.12;0.0;1.7618133839699401;(0.2610938289192921, -1.2312438378579775, 0.3161440743129522, -0.14552515754453355, 0.2378179156527258);WORST
JSO;Sphere;10;5;50;50;-5.12;5.12;0.0;0.35102907586375237;(0.009428702920280863, 0.3503549653962752, -0.42896511065589316, -0.14898782929713827, -0.14826710426953227);BEST
JSO;Sphere;10;5;50;50;-5.12;5.12;0.0;1.465913682939382;(0.500305410289344, 0.016052343893579485, -0.21026881783814289, -0.8248369383594576, 0.700558028283783);WORST
JSO;Sphere;10;5;50;100;-5.12;5.12;0.0;0.018031054210307363;(0.060051734713174376, 0.060051734713174376, -0.060051734713174376, -0.060051734713174376, -0.060051734713174376);BEST
JSO;Sphere;10;5;50;100;-5.12;5.12;0.0;1.0484370613272063;(0.07008001900123753, 0.6620972397496688, -0.3011428043391039, -0.05888248541774743, 0.7148419137723186);WORST
JSO;Sphere;10;5;100;30;-5.12;5.12;0.0;0.002231014640706934;(-0.03340103223409076, -0.00942765581404606, 0.020126582823880787, 0.022495721575215677, 0.010740957448006683);BEST
JSO;Sphere;10;5;100;30;-5.12;5.12;0.0;1.6368099446238458;(-0.29041960876268913, -0.34480655378113595, -0.17049889578006427, 1.1364224156669864, -0.33622768423635063);WORST
JSO;Sphere;10;5;100;50;-5.12;5.12;0.0;0.051800106987131035;(0.0180646884351936, -0.09725378633802517, 0.1329130603959081, 0.1172946595198896, -0.10291528694074081);BEST
JSO;Sphere;10;5;100;50;-5.12;5.12;0.0;0.853682051672218;(-0.7899653207122964, 0.3077197202098674, 0.11584182511488539, -0.3287959255316313, 0.11584182511488539);WORST
JSO;Sphere;10;5;100;100;-5.12;5.12;0.0;8.049420875814923e-05;(0.004012336196236532, 0.004012336196236532, -0.004012336196236532, 0.004012336196236532, -0.004012336196236532);BEST
JSO;Sphere;10;5;100;100;-5.12;5.12;0.0;0.7539180322322555;(0.3520640451268706, 0.4190157505572598, 0.4190157505572598, -0.3213196892752901, 0.4190157505572598);WORST
JSO;Sphere;10;5;500;30;-5.12;5.12;0.0;2.9101307298468794e-05;(0.002412691629959385, 0.002412634084717702, 0.002412691629876118, 0.0024119575126513304, 0.002412634084717702);BEST
JSO;Sphere;10;5;500;30;-5.12;5.12;0.0;0.49621033501376016;(0.31229902097560513, -0.013856336113487227, 0.44802813389942, 0.2536029046547632, 0.3652998993241296);WORST
JSO;Sphere;10;5;500;50;-5.12;5.12;0.0;0.0007831404735329247;(0.012515114650157422, 0.012515114650157422, -0.012515114650157422, 0.012515114650157422, 0.012515114650157422);BEST
JSO;Sphere;10;5;500;50;-5.12;5.12;0.0;0.36412876251924015;(0.2565420870356201, -0.1363626826473494, 0.4473531962027497, 0.24701710712905633, 0.13630042374344686);WORST
JSO;Sphere;10;5;500;100;-5.12;5.12;0.0;0.0011094059090928456;(-0.014895676614997022, 0.014895676614997022, 0.014895676614997022, -0.014895676614997022, 0.014895676614997022);BEST
JSO;Sphere;10;5;500;100;-5.12;5.12;0.0;0.3138430504158706;(0.052382048872951614, 0.2745953729988386, -0.03875273337997509, 0.2745953729988386, 0.39848733892381105);WORST
JSO;Sphere;10;5;1000;30;-5.12;5.12;0.0;3.524121942934585e-08;(-8.395381995995876e-05, -8.395381995995876e-05, -8.395381995995876e-05, -8.395381995995876e-05, -8.395381995995876e-05);BEST
JSO;Sphere;10;5;1000;30;-5.12;5.12;0.0;0.012252144835313587;(-0.0516521028933033, -0.04608864087501613, -0.04608864087501613, -0.0516521028933033, -0.0516521028933033);WORST
JSO;Sphere;10;5;1000;50;-5.12;5.12;0.0;1.0954086322438207e-08;(4.680616695001971e-05, 4.680616695001971e-05, 4.680616695001971e-05, 4.680616694652251e-05, 4.680616695001971e-05);BEST
JSO;Sphere;10;5;1000;50;-5.12;5.12;0.0;0.09372159939391508;(0.08132229655578982, -0.02142557192126926, 0.08575417585031664, -0.026869798598292416, 0.2803095852663158);WORST
JSO;Sphere;10;5;1000;100;-5.12;5.12;0.0;2.0907955598393788e-06;(-0.0006466522341783687, -0.0006466522341783687, -0.0006466522341783687, -0.0006466522341783687, -0.0006466522341783687);BEST
JSO;Sphere;10;5;1000;100;-5.12;5.12;0.0;0.13718662296237244;(0.15669496896841828, -0.04669943846415192, -0.20920751937150328, 0.15138328767184284, -0.20920751937150328);WORST
JSO;Sphere;10;10;50;30;-5.12;5.12;0.0;1.7050452679456813;(-0.11929448990312874, 0.26620726870769307, 0.24661009234201892, -0.048309027478572464, 0.19164394671387353, 0.21733740072875252, -0.2420442803363798, 0.683066034969408, 0.9568364927330009, -0.17925908419152492);BEST
JSO;Sphere;10;10;50;30;-5.12;5.12;0.0;11.035994777260983;(-0.5340355428521866, -0.8541864523946048, 1.6013784901383508, 0.048522227448888344, 0.048522227448888344, 0.048522227448888344, 2.5022839550340636, -0.6066315973258609, -0.9052479754599903, -0.028093573286958495);WORST
JSO;Sphere;10;10;50;50;-5.12;5.12;0.0;1.8524550803918503;(-0.8048878239470842, -0.5317786614957463, -0.014809060657091866, 0.29975062442977374, -0.07039542131634217, 0.4507980637900769, 0.6287598412690674, 0.3049429175075137, 0.267754849926227, -0.25210353242048145);BEST
JSO;Sphere;10;10;50;50;-5.12;5.12;0.0;5.934658169865605;(0.9851517778930248, 0.4915668364467224, -0.7095518803525604, 1.0009652879178481, -0.03065621982349498, -0.8506414966425646, 1.505127610717147, -0.30704815108195854, -0.002318944359371189, 0.36452295182086525);WORST
JSO;Sphere;10;10;50;100;-5.12;5.12;0.0;0.3934877834058662;(-0.23999738018560723, 0.12442007969157842, 0.12442007969157842, 0.16929100306806966, 0.12442007969157842, 0.12442007969157842, -0.4459451800130898, 0.12442007969157842, 0.12442007969157842, 0.12442007969157842);BEST
JSO;Sphere;10;10;50;100;-5.12;5.12;0.0;7.793032417183791;(1.6487560789240494, -1.5157885307966446, -1.3987220584444615, -0.18080829411759364, 0.27578549786804474, -0.3222167999922839, 0.15216408475276222, 0.39985390693348816, 0.17434803012080613, 0.6281642341633987);WORST
JSO;Sphere;10;10;100;30;-5.12;5.12;0.0;0.12232526392302212;(0.2454134471779117, 0.015287837533194626, 0.015287837533194626, 0.015287837533194626, 0.015287837533194626, 0.015287837533194626, 0.2454134471779117, 0.015287837533194626, 0.015287837533194626, 0.015287837533194626);BEST
JSO;Sphere;10;10;100;30;-5.12;5.12;0.0;5.938745106700897;(-0.02024510708425975, 0.338848503197839, 0.5689722405223279, 0.5898596687756044, -0.046433086069576524, -0.7642023079783833, 1.201897960703922, -1.0443031461471537, -1.1835899903500975, 0.7935230693761196);WORST
JSO;Sphere;10;10;100;50;-5.12;5.12;0.0;1.6523554451020608;(0.07878986217578987, -0.6444238647315244, -0.6260859436478885, 0.3471156475834789, -0.26153359254322517, -0.6401138515007325, -0.40051656703592453, 0.07733495140955426, -0.12966886965619562, -0.23882799208794303);BEST
JSO;Sphere;10;10;100;50;-5.12;5.12;0.0;5.388200847410907;(1.033694753743064, 0.40132187401537145, 0.9041585907111351, 0.2561813978193497, -1.0217288974001368, 0.523405098516207, -0.07712674374185846, -1.1993509712323411, 0.11178461963421804, 0.7076122994042238);WORST
JSO;Sphere;10;10;100;100;-5.12;5.12;0.0;1.676531319354136;(0.11988160607232468, -0.5674420794543282, -0.17539426933260627, -0.5803668283001993, -0.05024408561678939, 0.26220046012275233, 0.2766980327387667, 0.7121644235491775, 0.27001932856805055, 0.49462758366191517);BEST
JSO;Sphere;10;10;100;100;-5.12;5.12;0.0;7.45338468508737;(0.6543494798594764, 0.8642585151016355, 2.036848938727121, 0.014428045998991834, -0.4714217149849702, 0.5509533519065917, 0.3442105363679113, 1.128812621983883, -0.11172220363149421, 0.4453517549607291);WORST
JSO;Sphere;10;10;500;30;-5.12;5.12;0.0;3.7932644205548825e-05;(-0.0019476293673215128, -0.0019476293192014493, -0.0019476292146269891, -0.001947629235434012, -0.001947629884310631, -0.0019476292685908225, -0.001947629763384029, -0.0019476292215385715, -0.0019476400963763796, -0.0019476292595722589);BEST
JSO;Sphere;10;10;500;30;-5.12;5.12;0.0;2.3964597991048033;(-0.14669935853189353, 0.5496207796308967, -0.1398041580347577, -0.24157124644630174, 0.1528587854886977, -0.21430395375617384, 0.07831056041419349, 0.8865475647099109, -0.6925457074929531, -0.8086677611767706);WORST
JSO;Sphere;10;10;500;50;-5.12;5.12;0.0;0.003197358243424646;(-0.017881158361316096, -0.017881158361316096, 0.017881158361316096, 0.017881158361316096, -0.017881158361316096, -0.017881158361316096, -0.017881158361316096, 0.017881158361316096, -0.017881158361316096, 0.017881158361316096);BEST
JSO;Sphere;10;10;500;50;-5.12;5.12;0.0;2.9593676341469806;(0.22437174080263747, 1.0116672488698644, 0.49605155164008363, 0.31236997361428576, 0.3002180112492827, 0.18411033424746037, -0.04828433301958972, 1.0479129350017216, -0.4545775733127868, 0.3328529037979586);WORST
JSO;Sphere;10;10;500;100;-5.12;5.12;0.0;0.017826910427051604;(-0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836, 0.042221926089475836);BEST
JSO;Sphere;10;10;500;100;-5.12;5.12;0.0;3.8664526450745806;(-0.5631983084685892, -0.4809159732238575, -0.2816551692072209, 0.14310547055708112, -0.710907659767094, -0.8688362339471132, -0.5631983084685892, -0.7579411680830295, -0.7066342882846648, -0.7529316427238846);WORST
JSO;Sphere;10;10;1000;30;-5.12;5.12;0.0;3.961925187244668e-06;(0.0006294383028602746, 0.0006294383028602746, 0.0006294383028602746, 0.000629438292624851, 0.0006294383028602746, 0.0006294383028602746, 0.0006294382926808617, 0.0006294382927112818, 0.000629437869652083, 0.0006294383028602746);BEST
JSO;Sphere;10;10;1000;30;-5.12;5.12;0.0;0.5961973843945656;(0.25355488938754256, 0.25355488938754256, 0.25355488938754256, 0.25355488938754256, 0.25355488938754256, 0.25355488938754256, -0.25355488938754256, -0.25355488938754256, -0.25355488938754256, 0.13261465606638279);WORST
JSO;Sphere;10;10;1000;50;-5.12;5.12;0.0;2.734996434642372e-05;(0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144, 0.001653782462914144);BEST
JSO;Sphere;10;10;1000;50;-5.12;5.12;0.0;1.3665512395485624;(-0.5412349469830722, -0.21495110557509273, -0.3789138384931954, -0.01777492809053849, -0.31838473224477415, -0.42723721769896694, -0.6732113017066634, 0.05247192620366409, -0.011503989072286336, -0.37884135121599183);WORST
JSO;Sphere;10;10;1000;100;-5.12;5.12;0.0;0.000978209429504918;(0.009890447055138196, 0.009890447055138196, 0.009890447055138196, -0.009890447055138196, -0.009890447055138196, 0.009890447055138196, 0.009890447055138196, 0.009890447055138196, -0.009890447055138196, 0.009890447055138196);BEST
JSO;Sphere;10;10;1000;100;-5.12;5.12;0.0;3.2797099794879867;(-0.7392435907769288, -0.7247568637255881, 0.6447050257969504, 0.01183212993806837, -0.2847754131534881, 0.5311566407429194, 0.6141581217492016, 0.7555588900987127, 0.0545483528208317, -0.6913121156351427);WORST
JSO;Sphere;10;30;50;30;-5.12;5.12;0.0;10.38029378368617;(0.07491396360683944, -0.3669271292549503, -0.2912543749379521, -0.12031888193550055, 1.345190562987436, 1.1884896385300219, -0.02419284802146071, 0.5268617036062415, 0.05987585239520521, 0.8381527918215075, -1.3023664253473295, 0.42879055081334727, 0.7600821692805562, 0.3034332701403004, -0.19002965312594355, -0.7077970524775692, 0.41635513916246936, 0.18032224214054793, 0.41235145995328804, 0.4655927608462411, -0.3861362770463952, 0.15428878992970585, 0.0019241400926730545, 0.7062164190368216, 0.5105665134424959, 0.4622607420604312, 0.10262109157172228, 0.3430575981840298, -0.2090093430806646, -0.9679565239297416);BEST
JSO;Sphere;10;30;50;30;-5.12;5.12;0.0;40.45287021849225;(-0.6187388207223052, 0.3835619964159004, -1.5465114135491609, 1.1908220652045527, 1.6917871521362926, -0.5900033770534279, -0.6120237413507787, 0.6005866904139312, -1.372256443718142, -0.6998266682379131, 1.019136680466513, -1.8692583021472682, -0.7338298857817449, 1.5518624319704477, 0.16479329259592235, 1.1477092208584767, -1.040786368585084, 1.3806355602434581, 2.7696656297815854, 0.18406467426605522, 0.4103611385801331, -1.0087640802822528, -0.6024330766384036, -1.0541716663844527, 0.3138729156260718, 1.4483684174237244, 0.2145167961350195, -0.4839260770420504, -2.151108180967963, 0.7159373001414009);WORST
JSO;Sphere;10;30;50;50;-5.12;5.12;0.0;9.553595250429824;(0.041269615881740496, 0.26828569015070913, -1.2936648621759448, 0.13131763944889752, 0.339273007179441, 0.8604252264552525, -0.6801437146637181, -0.18839968029234022, 0.3346222634043814, -1.0369075741759528, -0.08149287455378174, 0.047578000552540134, -0.08201260764110252, -0.25674431478434023, -0.29185998018470105, 0.024022949936778115, 0.19570054967748396, -0.8271629742597393, -0.46947306679054535, 0.15774243852309544, 0.01652562807014135, 0.0784356023345274, 0.30750341385128444, 1.9493089304958562, 0.20086798969437902, 0.17983027912883642, -0.0938144377299408, 0.3346880329460209, 0.11326832487973126, -0.07879889980515964);BEST
JSO;Sphere;10;30;50;50;-5.12;5.12;0.0;37.952805797879726;(-0.45880768954285367, -1.0893405260812208, -0.1138536229896886, -0.051945430516820656, -0.5715854921215674, 1.6411843995546915, -0.8731015967975564, -0.03725847231523555, 0.5531910787395848, 1.610916736415115, 0.20492797342293612, -0.6232228198812915, 1.6267007246494352, 1.4708460490998307, -0.08050620123575752, 1.5431050908923143, 1.9994970327528925, -1.0520223333927057, -0.34233445253168615, -2.2846585257995518, 0.49965493223122825, 0.4671668339660957, -0.5478416612748016, 0.15279483510301262, 0.6728042220082646, -0.7700551445492734, 1.7969264988690496, -1.627780508847547, -2.002040615627986, -0.24901563624135425);WORST
JSO;Sphere;10;30;50;100;-5.12;5.12;0.0;21.374879194924674;(-1.0665573433506794, -0.15630884261994737, -0.952222264528262, -1.0924830613329015, -0.6528347855726594, 1.6071503707206667, -0.4590621547201037, 0.9395646020603597, -0.8341588019951371, 1.3845467672662293, -0.5380919546915857, -0.5303756218767545, 1.3652477903181637, -1.1821222342903908, 0.38103638108252974, -0.4415249228275162, -0.5521058636341014, -0.8351581308694158, 0.09893321632289487, -0.5452747945981471, 0.2865841264842883, 1.697458546733552, 0.3010704977706542, 1.1800322337777902, -0.10373759398765658, -0.8430044449160488, 0.1797723714527294, -0.8446072182820314, 0.04129655122217457, -0.009503048483869403);BEST
JSO;Sphere;10;30;50;100;-5.12;5.12;0.0;39.61090714125115;(2.623947060512317, 1.1883992918275195, -0.302000583355003, -0.9289818506961474, -0.5435242057668666, 0.8201945207455954, 0.8113281023986388, -0.12166151898990907, 2.011004535241284, 1.419968356610167, 0.04978620072123552, 1.8845079524990411, -0.7649888977768851, 0.5303148898420054, -0.6197837890529967, 2.181547864020008, -0.14862629571105446, -0.6446026795482315, 1.4972410884042662, 0.9074971765307931, 0.2626365253016485, 1.2314959948758695, 0.922011883333659, -0.34498262179859174, 0.930888157448176, -0.8802655520947992, -0.08724880876272278, -0.2986938888159574, -1.593934587322995, 1.6606164906605598);WORST
JSO;Sphere;10;30;100;30;-5.12;5.12;0.0;1.4030554385712537;(-0.03449504777939749, -0.04019617580168289, -0.33153265164444523, 0.09688386725730691, 0.18057398977230754, -0.030731433038493794, -0.031224151035868175, 0.030398670167409936, -0.030703344811518818, -0.031664036122626804, -0.03987587807233872, -0.0318388969015766, -0.299868027061464, -0.030194326458155007, -0.03161099892419994, -0.03186248799300184, -0.06363052646401046, -0.03135664400937799, -0.30065189111427637, -0.3243867229814066, -0.03139503954816769, -0.31020206192607835, -0.5165288689804597, 0.07868126882817883, -0.5325518579104443, -0.031830144966743745, -0.03173105738247228, -0.07768447287171432, -0.03701519994146052, -0.5331155752186733);BEST
JSO;Sphere;10;30;100;30;-5.12;5.12;0.0;24.630193705382112;(0.7217813947362774, 1.0467020065693373, 0.9966058333073864, -0.8770293505732399, -0.7195115833868796, 0.29685664569315495, 0.9667658368680057, 0.3524343377701604, 0.3025310486983228, 0.2830412526488264, -1.6243218432486826, 0.8147445056023006, -1.7699169382768802, -1.0980009807082634, -0.15025652728248318, -1.5294298775614452, -2.1363748039824246, 0.30416994013224974, -0.3684603348810924, 1.4571756731241636, 0.4547301447436807, -0.9343103476387967, 0.4525280515181773, 0.2789055427456346, 0.35764366326771335, 0.5608251818774863, 0.4531131574967846, -0.1592377437597558, 0.4549687508512976, 0.5046115063932735);WORST
